where was  e1  standing when he was shot	people person places_lived people place_lived location
who makes  e1  voice	film film_character portrayed_in_films film performance actor
what teams did  e1  play for	baseball baseball_player former_teams sports sports_team_roster team
what time zone is it in  e1  england	location location time_zones
what was  e1  beliefs	user agroschim default_domain significant_follower school_tradition
what main language do they speak in  e1 	location country official_language
what team is  e1  playing for in 2010	american_football football_player games american_football player_game_statistics team
what inventions did  e1  made	law inventor inventions
in which province  e1  is located	base aareas schema administrative_area administrative_parent
what team does  e1  play for 2012	basketball basketball_player team sports sports_team_roster team
who should play  e1 	award award_nominated_work award_nominations award award_nomination award_nominee
what college did  e1  play for	people person education education education institution
what team does  e1  play for	user szaijan fantasy_football player nfl_team
where is made  e1  car	organization organization headquarters location mailing_address citytown
what currency does  e1  accept	location country currency_used
what did  e1  do	american_football football_player current_team sports sports_team_roster position
what kind of currency does  e1  have	location statistical_region minimum_wage measurement_unit recurring_money_value currency
what is there to do in  e1 	location location contains
what is the official language in  e1 	location country official_language
when did the battle of  e1  occur	location location containedby
what color are the  e1  uniforms	sports sports_team colors
where did  e1  die	people deceased_person place_of_death
what language they speak in the  e1 	location country official_language
when did jennifer lopez start on  e1 	tv tv_program regular_cast tv regular_tv_appearance seasons
who played  e1  mother	people person parents
what currency is used in  e1  before euro	location country currency_formerly_used
where is the  e1  located	location location containedby
where does  e1  live	people person place_of_birth
who is  e1  playing for in 2012	basketball basketball_player player_statistics basketball basketball_player_stats team
who did  e1  marry	fictional_universe fictional_character married_to fictional_universe marriage_of_fictional_characters spouses
what division did the baltimore  e1  play in	american_football football_team division
where is the best place to stay in  e1 	location administrative_division capital location administrative_division_capital_relationship capital
what time zone is it in  e1 	location location time_zones
what airport to fly into to get to  e1 	location location nearby_airports
where is  e1  headquarters	organization organization headquarters location mailing_address citytown
what clubs has  e1  played for	soccer football_player current_team sports sports_team_roster team
what primary school did  e1  go to	people person education education education institution
what is the capital of  e1  state	base aareas schema administrative_area capital
who did  e1  marry first	people person spouse_s people marriage spouse
who drafted  e1 	basketball basketball_player former_teams sports sports_team_roster team
what is the time zone in  e1  called	location location time_zones
what countries was the  e1  war between	military military_conflict force_strengths military force_strength combatant
what type of government does the  e1 	location country form_of_government
what killed  e1 	people deceased_person cause_of_death
when did  e1  first erupt	location location events
what did  e1  do	american_football football_player position_s
where did  e1  go to prison	people deceased_person place_of_death
what did  e1  die of	people deceased_person cause_of_death
what money is used in the  e1 	location country currency_used
where did sir  e1  die	people deceased_person place_of_death
who does  e1  trade with the most	location statistical_region places_imported_from location imports_and_exports imported_from
what team did  e1  play for	american_football football_player former_teams american_football football_historical_roster_position team
who does  e1  play 4	sports pro_athlete teams american_football football_roster_position team
where did  e1  get fired	american_football football_coach coaching_history american_football football_historical_coach_position team
where was the battle of  e1  located	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
what system of government is used in the  e1 	location country form_of_government
where did  e1  grow up	people person place_of_birth
who is the voice of family guys  e1 	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
what is  e1  italy	base aareas schema administrative_area administrative_area_type
who does  e1  play for in 2010	base schemastaging athlete_extra salary base schemastaging athlete_salary team
who does the voice of  e1  in knight rider	film film_character portrayed_in_films film performance actor
what does the  e1  state flag look like	symbols flag_referent flag symbols flag_use flag
what team does  e1  play for	soccer football_player matches_played soccer football_player_match_participation team
what other countries share a border with  e1 	location location adjoin_s location adjoining_relationship adjoins
what kind of mental illness did  e1  have	medicine notable_person_with_medical_condition condition
what countries did  e1  reign over	royalty monarch kingdom
what team does  e1  play for 2013	basketball basketball_player player_statistics basketball basketball_player_stats team
where is  e1  bora bora	location location containedby
where is the best place to stay in  e1 	location country capital
where do you fly into for  e1 	location location nearby_airports
what is  e1  play style	basketball basketball_player team basketball basketball_roster_position position
who has won the last 10  e1  championships	sports sports_league teams sports sports_league_participation team
where people speak  e1 	base aareas schema administrative_area administrative_parent
what teams drafted the  e1 	basketball basketball_player team sports sports_team_roster team
what currency should i take to  e1 	location statistical_region gdp_nominal_per_capita measurement_unit dated_money_value currency
what was  e1  original purpose of his journey	people person profession
who did  e1  marry	celebrities celebrity sexual_relationships celebrities romantic_relationship celebrity
how many major dialects are there in  e1 	location country languages_spoken
what time zone is it in london  e1 	location location time_zones
what country does  e1  come under	location location containedby
what did  e1  play in	film actor film film performance film
what money does  e1  use	location country currency_used
what college did  e1  play for	american_football football_player former_teams american_football football_historical_roster_position team
what  e1  bill gates own	architecture architectural_structure_owner structures_owned architecture ownership structure
who played  e1  on one life to live	fictional_universe fictional_character married_to fictional_universe marriage_of_fictional_characters spouses
where do most  e1  live	language human_language main_country
who is  e1 	people person profession
where did  e1  originate	food dish cuisine
what does  e1  do for living	people person profession
what did  e1  contribute to the industrial revolution	law inventor inventions
who founded the  e1  afl in 1886	organization organization founders
what province is  e1  canada located in	base biblioness bibs_location state
what team did  e1  play for first	sports pro_athlete teams sports sports_team_roster team
what did  e1  invent	law inventor us_patents
who plays  e1  in family guy	film film_character portrayed_in_films film performance actor
what team did  e1  play for	sports pro_athlete teams baseball baseball_historical_roster_position team
what language do they speak in  e1  yahoo	location country languages_spoken
what were  e1   s goals	people person profession
who did  e1  married	people person spouse_s people marriage spouse
where did the  e1  earthquake occur	time event locations
where is the nation of  e1  located	base locations countries continent
where did the  e1  come from wiki	people ethnicity geographic_distribution
where is  e1  now	american_football football_player games american_football player_game_statistics team
where did  e1  wilhelm fled to	people deceased_person place_of_death
where did  e1  attend school	people person education education education institution
what to do in  e1  today	travel travel_destination tourist_attractions
who is engaged to  e1 	celebrities celebrity sexual_relationships celebrities romantic_relationship celebrity
where is the  e1  located	location location containedby
what did the  e1  family control	people family country
what is  e1   s nationality	music artist origin
what was wrong with  e1 	people deceased_person cause_of_death
where did president  e1  go to school	people person education education education institution
who was  e1  married too	people person spouse_s people marriage spouse
who played  e1  on star trek the next generation	tv tv_character appeared_in_tv_episodes tv tv_guest_role actor
what do the  e1  believe in	organization organization_founder organizations_founded
what jobs did  e1  have	people person profession
in what state was the  e1  established	organization organization headquarters location mailing_address state_province_region
who is  e1  married to 2012	people person spouse_s people marriage spouse
what year did  e1  get drafted	sports drafted_athlete drafted sports sports_league_draft_pick draft
what country was  e1  from	people person nationality
what did  e1  invented	base argumentmaps innovator original_ideas
what years did  e1  play baseball	baseball baseball_player batting_stats baseball batting_statistics season
what currency should i take to  e1 	location statistical_region major_exports location imports_exports_by_industry currency
where did  e1  died	people deceased_person place_of_death
what country was  e1  from	people person nationality
what was  e1  trying to accomplish	base activism activist area_of_activism
who has  e1  married	people person spouse_s people marriage spouse
what do  e1  speak	location country languages_spoken
where was  e1  born	people person place_of_birth
what religion in  e1 	location statistical_region religions location religion_percentage religion
which countries does  e1  export to	location statistical_region places_exported_to location imports_and_exports exported_to
when were the  e1  founded	sports sports_team founded
who played  e1  in knight rider	film film_character portrayed_in_films film performance actor
which countries border  e1 	location location adjoin_s location adjoining_relationship adjoins
what teams did  e1  play for in the nba	basketball basketball_player team basketball basketball_roster_position team
what was  e1  queen of	royalty monarch kingdom
who plays  e1  on family guy	cvg game_character games cvg game_performance voice_actor
who does  e1  go out with	fictional_universe fictional_character romantically_involved_with fictional_universe romantic_involvement partner
who played  e1  on buffy the vampire slayer	cvg game_character games cvg game_performance voice_actor
what team does  e1  play for 2013	basketball basketball_player team basketball basketball_roster_position team
who played  e1  in the original superman	film film_character portrayed_in_films film performance actor
what  e1 	business board_member leader_of organization leadership organization
what main language do they speak in  e1 	location country languages_spoken
what year was  e1  drafted	sports drafted_athlete drafted sports sports_league_draft_pick draft
who played  e1  in scrubs	tv tv_actor starring_roles tv regular_tv_appearance series
who was  e1  married to	people person spouse_s people marriage spouse
what other cars does  e1  make	base schemastaging organization_extra phone_number base schemastaging phone_sandbox product_or_service
where does  e1  live	people person place_of_birth
what war was  e1  president for	event public_speaker speeches_or_presentations event speech_or_presentation speech_topic
what teams did  e1  play for	sports drafted_athlete drafted sports sports_league_draft_pick team
what currency does  e1  accept	location country currency_formerly_used
who was the  e1  considered to be	fictional_universe person_in_fiction representations_in_fiction
who was  e1  influenced by	influence influence_node influenced_by
who does  e1  play for in the nba	sports pro_athlete teams sports sports_team_roster team
what was the name of the newspaper where  e1  wrote	people person employment_history business employment_tenure company
what countries are in the  e1 	location location contains
where is  e1  from	people person place_of_birth
where is  e1 	base locations countries continent
who does  e1  play for in 2010	base x2010fifaworldcupsouthafrica world_cup_participant world_cup_team base x2010fifaworldcupsouthafrica current_world_cup_squad current_club
what type of money does  e1  use	location country currency_used
who is the leader of  e1  now	government governmental_jurisdiction governing_officials government government_position_held appointed_by
what money is used in  e1 	location country currency_used
where did  e1  live before the flood	people person place_of_birth
what is  e1  play style	basketball basketball_player position_s
where are  e1  brakes from	organization organization place_founded
what do  e1  speak	location country official_language
what role did  e1  play in the abolition movement	organization organization_founder organizations_founded
what two countries share a border with the  e1 	location location partially_containedby
where is  e1  at	location location containedby
who founded the  e1 	location location events
what college did  e1  go to	people person education education education institution
what teams has  e1  played for	sports pro_athlete teams sports sports_team_roster team
who is the leader of  e1  2012	business employer employees business employment_tenure person
who did  e1   s husband cheated on her with	fictional_universe fictional_character romantically_involved_with fictional_universe romantic_involvement partner
what types of government does  e1  have	location country form_of_government
what country is located in the  e1 	location location contains
where are  e1  appliances made	organization organization headquarters location mailing_address country
what was  e1   s education	people person education education education institution
what type of political system does  e1  have	location country form_of_government
what type of political system is  e1 	location country form_of_government
what year did  e1  run for president	base politicalconventions presidential_nominee nominated_at
who owns  e1  2012	organization organization founders
where is the  e1  headquarters	organization organization headquarters location mailing_address citytown
what team did  e1  play football for	american_football football_player former_teams american_football football_historical_roster_position team
who did  e1  play for	sports pro_athlete teams sports sports_team_roster team
what are the most common religions in the  e1 	location statistical_region religions location religion_percentage religion
what time does  e1  play football today	location location time_zones
what challenges did  e1  have to face	medicine notable_person_with_medical_condition condition
who does  e1  play for	american_football football_player former_teams sports sports_team_roster team
what language do  e1  in australia	film film language
who did  e1  descend from	people ethnicity included_in_group
where was  e1  raised	people person place_of_birth
what currency should you take to  e1 	location country currency_used
what languages do they speak in  e1 	location country languages_spoken
what team does  e1  play 4	american_football football_player former_teams american_football football_historical_roster_position team
what country is the name  e1  from	people person nationality
what professional baseball team did  e1  play for	baseball baseball_player former_teams baseball baseball_historical_roster_position team
what is the currency name of  e1 	location country currency_used
what timezone are the  e1 	location location time_zones
what is the religion of  e1  people	people person religion
what nationality is  e1 	people person nationality
what do  e1  people speak	freebase linguistic_hint adjectival_form
what is the name of the sacred text of  e1 	religion religion texts
who all has  e1  dated	celebrities celebrity sexual_relationships celebrities romantic_relationship celebrity
what movies does  e1  star in	film actor film film performance film
who plays  e1  in coronation street	food beer beer_style
what did  e1  do	people person profession
where  e1  was born	people person place_of_birth
what language do  e1  people speak	location country official_language
what team does  e1  play for	soccer football_player current_team soccer football_roster_position team
where did  e1  grew up	people person places_lived people place_lived location
what language does the  e1  speak	location country languages_spoken
what was  e1  famous for	fictional_universe fictional_character occupation
who drafted  e1 	basketball basketball_player former_teams basketball basketball_historical_roster_position team
what type of business is  e1  in	people person profession
what education does  e1  have	people person education education education institution
what part does  e1  play in family guy	tv tv_actor starring_roles tv regular_tv_appearance character
what do people speak in  e1 	location country languages_spoken
where did  e1  invade to get resources	location location adjoin_s location adjoining_relationship adjoins
what countries was the  e1  war between	military military_conflict combatants military military_combatant_group combatants
what do  e1  people speak	base rosetta languoid local_name
where is  e1  from	people person place_of_birth
who will  e1  play for in 2011	american_football football_player passing american_football player_passing_statistics team
where is the  e1  located	location location containedby
what to do in  e1 	travel travel_destination tourist_attractions
who played  e1 	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
where was  e1  born	base popstra celebrity vacations_in base popstra vacation_choice location
what clubs has  e1  played for	sports pro_athlete teams sports sports_team_roster team
what is the political system of  e1 	location country form_of_government
what team  e1 	basketball basketball_player player_statistics basketball basketball_player_stats team
what did  e1  do	music musical_group member music group_membership role
what style of art does  e1  do	visual_art visual_artist associated_periods_or_movements
who did  e1  marry	fictional_universe fictional_character married_to fictional_universe marriage_of_fictional_characters spouses
what is the official language in  e1 	location country languages_spoken
in which city was president  e1  killed	people deceased_person place_of_death
what music did  e1  composed	music artist genre
what team does  e1  play for 2012	sports pro_athlete teams basketball basketball_roster_position team
where did  e1  live	people person places_lived people place_lived location
what county is  e1  in	location hud_county_place place
where did  e1  people come from	user narphorium default_domain base_equivalent_location base
who played  e1  in the film wizard of oz	film film_character portrayed_in_films film performance actor
what are the major languages of  e1 	location country languages_spoken
who plays jacob black in the  e1 	award award_winning_work awards_won award award_honor award_winner
what did  e1  do	people person profession
who is  e1   s husband	base popstra celebrity infidelity_victim base popstra infidelity perpetrator
who is the voice of  e1  from family guy	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
what county is  e1  in	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
what county is  e1  in	location hud_county_place county
where did  e1  people come from	location location containedby
where is  e1  from	sports sports_team location
what are the mountains in  e1  called	location location partially_contains
what team did  e1  play for	sports pro_athlete teams sports sports_team_roster team
who is  e1 	people person profession
who does  e1  play for 2012	base schemastaging athlete_extra salary base schemastaging athlete_salary team
what job does  e1  brown have	people person profession
where does  e1  originate	language human_language main_country
what is there to do in  e1 	travel travel_destination tourist_attractions
who did  e1  cheat with	base popstra celebrity infidelity_perpetrator base popstra infidelity participant
who is the  e1  football coach	american_football football_team current_head_coach
what happened to  e1 	people person profession
what college did  e1  go to	people person education education education institution
where did  e1  go to highschool	people person education education education institution
what kind of money does  e1 	location country gdp_nominal measurement_unit dated_money_value currency
who does  e1  play for now nov 2010	american_football football_player receiving american_football player_receiving_statistics team
where is the  e1  studio	people person nationality
what team did  e1  play for in baseball	sports pro_athlete teams baseball baseball_historical_roster_position team
who speaks stewie on  e1 	tv tv_program regular_cast tv regular_tv_appearance actor
what time zone is birmingham  e1 	location location time_zones
what songs did  e1  write	music composer compositions
what four regions make up the  e1 	location country first_level_divisions
who plays young  e1  in supernatural	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
where is  e1  golf masters	base biblioness bibs_location country
what did  e1  really die of	people deceased_person cause_of_death
who plays  e1   s voice family guy	cvg game_character games cvg game_performance voice_actor
where is  e1  headquarters	organization organization headquarters location mailing_address citytown
what are the names of  e1  potter books in order	book book_character appears_in_book
where was  e1  born	people person nationality
where do most of the people in  e1  live	location country capital
what jobs did  e1  have	people person profession
what has  e1  played in	film actor film film performance film
what do most  e1  speak	location country official_language
who started up  e1 	organization organization founders
where did  e1  go to college	people person education education education institution
who is president of  e1 	government governmental_jurisdiction governing_officials government government_position_held appointed_by
what city is the state capital of  e1 	location administrative_division capital location administrative_division_capital_relationship capital
what sort of government does  e1  have	government governmental_jurisdiction governing_officials government government_position_held governmental_body
what is the zip code for  e1 	location citytown postal_codes
what currency do  e1  have	location country currency_used
what team does  e1  play for	sports drafted_athlete drafted sports sports_league_draft_pick team
what happened to the people in  e1 	event disaster type_of_disaster
what is  e1  of spain in 2010	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
what city and state was the  e1  established	location location containedby
who all has  e1  played for	basketball basketball_player former_teams basketball basketball_historical_roster_position team
who did  e1  sign with	basketball basketball_player former_teams basketball basketball_historical_roster_position team
what clubs has  e1  played for	sports pro_athlete teams soccer football_roster_position team
who does  e1  play for	sports pro_athlete teams sports sports_team_roster team
where was the battle of  e1  held	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
what type of tennis racket does  e1  use	tennis tennis_player tennis_grip
where did  e1  go to school	people person education education education institution
who played cruella deville in  e1 	award award_nominated_work award_nominations award award_nomination award_nominee
who created the character of  e1 	film film story_by
what states does the  e1  touch	location location partially_containedby
what county is  e1  tn in	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
where did  e1  live	people person place_of_birth
what was  e1  known for	base argumentmaps innovator original_ideas
what kind of language does  e1  speak	location country languages_spoken
what four countries are in the  e1 	location country first_level_divisions
who is  e1   s husband	base popstra celebrity insult_victim base popstra public_insult victim
what language does people from  e1  speak	location country languages_spoken
who were  e1   s parents	fictional_universe fictional_character parents
where does  e1  start	geography river origin
where is  e1  buried	people deceased_person place_of_death
what do they speak in  e1 	location country languages_spoken
what to do with kids in  e1  az	travel travel_destination tourist_attractions
what sport do the  e1  play	sports sports_team sport
what sort of government does  e1  have	location country form_of_government
what sports do people in  e1  play	sports sports_team_location teams
what movies did  e1  act in	award award_winner awards_won award award_honor honored_for
who did  e1  play for before celtics	sports pro_athlete teams sports sports_team_roster team
what do the  e1  believe in	people person religion
who does  e1  play for	sports pro_athlete teams sports sports_team_roster team
what did  e1  make with peanuts	law inventor inventions
what are  e1  countries	organization membership_organization members organization organization_membership member
what is there to do around  e1 	travel travel_destination tourist_attractions
who does  e1  play for	american_football football_player current_team american_football football_roster_position team
where does the  e1  run through	location location containedby
when does  e1  air	base popstra celebrity eats_at base popstra restaurant_choice restaurant
what can you do in  e1 	travel travel_destination tourist_attractions
what kind of government does  e1  have now	location country form_of_government
what year did  e1  walk on the moon	base politicalconventions convention_speaker conventions_spoken_at base politicalconventions convention_speech conventions_spoken_at
who speaks  e1  on family guy	film film written_by
who plays  e1  in the muppets movie	fictional_universe fictional_character character_created_by
who did  e1  married	people person spouse_s people marriage spouse
what team does  e1  play for 2011	basketball basketball_player team basketball basketball_roster_position team
what team does  e1  play for now	sports pro_athlete teams basketball basketball_historical_roster_position team
what did  e1  do	sports pro_athlete teams american_football football_roster_position position
who was  e1   s husbands	people person spouse_s people marriage spouse
what is the language spoken in  e1 	location country languages_spoken
where are the  e1  on a world map	base aareas schema administrative_area administrative_parent
what language do they speak  e1 	location country languages_spoken
who were the major trade partners of  e1 	location statistical_region places_imported_from location imports_and_exports imported_from
what continent does  e1  belong to	base locations countries continent
where did  e1  get shot	people deceased_person place_of_death
who were  e1   s brothers and sisters	fictional_universe fictional_character siblings fictional_universe sibling_relationship_of_fictional_characters siblings
who will  e1  play for in 2011	american_football football_player rushing american_football player_rushing_statistics team
what countries are part of  e1 	organization membership_organization members organization organization_membership member
who drafted  e1 	sports pro_athlete teams sports sports_team_roster team
what clubs has  e1  played for	soccer football_player current_team soccer football_roster_position team
who did  e1  play for	soccer football_player matches_played soccer football_player_match_participation team
what does  e1  do	people person profession
what is  e1  real name	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
who did  e1  play college football 4	people person education education education institution
what is  e1  of spain in 2010	government political_district representatives government government_position_held jurisdiction_of_office
where are the ruins of  e1 	exhibitions exhibition_subject exhibitions_created_about_this_subject
what timezone is texas  e1  in	location location time_zones
where was  e1  died	people deceased_person place_of_death
what type of currency is used in  e1 	location statistical_region gdp_real measurement_unit adjusted_money_value adjustment_currency
who plays young  e1  in smallville	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
what was  e1  searching for	book book_subject works
where was  e1  born	people person place_of_birth
what year did  e1  became king	base ancientegypt pharaoh dynasty
what is the present form of government in  e1 	location country form_of_government
where did  e1  people come from	base biblioness bibs_location country
where do people speak  e1 	language human_language main_country
what is the capital of  e1 	location administrative_division capital location administrative_division_capital_relationship capital
where was  e1  2012 held	location location containedby
who is  e1 	people person profession
where is the  e1  situated	base ancientegypt pyramid site
who was  e1  first girlfriend	people person spouse_s people marriage spouse
where did  e1  play baseball	baseball baseball_player batting_stats baseball batting_statistics team
who did  e1  play 4	sports pro_athlete teams ice_hockey hockey_previous_roster_position team
how many teams are there in the  e1  football	sports sports_league teams sports sports_league_participation team
where is  e1  uk	location location containedby
where is the  e1 	location location containedby
where is downtown  e1 	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
what to do with kids in  e1  today	travel travel_destination tourist_attractions
where is  e1  located	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
what time zones are there in the  e1 	location location time_zones
where did chris  e1  go	people person place_of_birth
what teams did  e1  play for in the nba	basketball basketball_player team sports sports_team_roster team
what is the official language of  e1  and 3 other dialects	location country official_language
what to see in  e1  downtown	travel travel_destination tourist_attractions
what type of currency does the  e1  have	location statistical_region gdp_real measurement_unit adjusted_money_value adjustment_currency
what country is  e1  in	base biblioness bibs_location city
where does  e1  live	people person place_of_birth
who created  e1 	organization organization advisors
who did  e1  play for before celtics	basketball basketball_player player_statistics basketball basketball_player_stats team
where is the thalys train station in  e1 	travel travel_destination local_transportation
what team does  e1  play for now	sports pro_athlete teams sports sports_team_roster team
what country is  e1  from	government politician government_positions_held government government_position_held jurisdiction_of_office
who is  e1 	people person profession
what city did  e1  grew up in	people person places_lived people place_lived location
what country  e1  from	people person place_of_birth
what is the actual current local time now in  e1 	location location time_zones
where did  e1  come from	people person nationality
what religion does  e1  follow	base popstra celebrity religion base popstra religion_choice religion
where does  e1  live	people person nationality
who created  e1  of sherlock holmes	fictional_universe fictional_character character_created_by
where does luke skywalker live in  e1 	fictional_universe work_of_fiction setting
who plays  e1  in family guy	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
what to see in  e1 	travel travel_destination tourist_attractions
what team does  e1  play for 2011	base schemastaging athlete_extra salary base schemastaging athlete_salary team
who all has  e1  played for	sports pro_athlete teams sports sports_team_roster team
where does ben stiller live in  e1 	base aareas schema administrative_area administrative_parent
what did  e1  die with	people deceased_person cause_of_death
what was  e1   s wife  s name	people person parents
where is  e1  now	base schemastaging athlete_extra salary base schemastaging athlete_salary team
what influenced  e1  work	influence influence_node influenced_by
what language do  e1  people speak	location country official_language
which  e1  are having babies	award award_winning_work awards_won award award_honor award_winner
where did  e1  live	people person places_lived people place_lived location
what is the political system in  e1 	location country form_of_government
where are they now  e1 	people person place_of_birth
what is the capital city of  e1  now	location country capital
what currency is used in  e1 	location country currency_used
where did  e1  travel	people deceased_person place_of_death
where is  e1  of greece located	location location partially_containedby
what timezone is  e1  in right now	location location time_zones
what language people speak in  e1 	location country official_language
what language do  e1  people speak	people person languages
where was  e1  born	people person place_of_birth
where are  e1  products manufactured	organization organization headquarters location mailing_address state_province_region
where is  e1  of greece located	base locations countries continent
what currency does  e1  use 2012	location statistical_region minimum_wage measurement_unit recurring_money_value currency
what other countries does  e1  trade with	location statistical_region places_exported_to location imports_and_exports exported_to
where does  e1  fight	film actor film film performance film
how much does the average  e1  pay in taxes over their lifetime	book book_subject works
where is  e1 	organization organization headquarters location mailing_address citytown
what sport does  e1  compete in	people person profession
what are the names of  e1  potter books in order	film film_character portrayed_in_films film performance film
what city has the largest population in  e1 	base aareas schema administrative_area subdividing_place
where are you if you re in  e1 	base biblioness bibs_location country
what currency should i take to  e1 	location country currency_used
what teams did  e1  play 4	sports sports_award_winner awards sports sports_award team
what is jill wagner on  e1 	tv tv_program regular_cast tv regular_tv_appearance special_performance_type
what years did the  e1  win the world series	sports sports_team championships
what time is  e1  soccer	user gogza default_domain recurring_event recurrance_period
who made the  e1 	organization organization founders
what are the major imports of the  e1 	location statistical_region major_imports location imports_exports_by_industry industry
who is the current coach of the  e1 	basketball basketball_team head_coach
what currency does  e1  use	location statistical_region minimum_wage measurement_unit recurring_money_value currency
where did  e1  play	basketball basketball_player team basketball basketball_roster_position position
what is the currency in  e1 	location statistical_region minimum_wage measurement_unit recurring_money_value currency
where was  e1  born	people person place_of_birth
who does  e1  play 4	american_football football_player games american_football player_game_statistics team
what did  e1  look like	people person gender
what did  e1  do	fictional_universe fictional_character occupation
what part of the world is  e1  in	base locations countries continent
who plays  e1  in family guy	film film_character portrayed_in_films film performance actor
what was  e1  famous for	people person profession
where was the  e1  campaign waged	film film_subject films
where does the tsunami happened in  e1 	sports sports_team location
what teams did  e1  play for in the nba	basketball basketball_player former_teams basketball basketball_historical_roster_position team
which province is  e1  canada in	base biblioness bibs_location state
who was the members of  e1 	music musical_group member music group_membership member
where to watch live opening ceremony in  e1 	olympics olympic_host_city olympics_hosted
where is  e1  ne	base biblioness bibs_location country
what kind of language do  e1  speak	location country official_language
where is  e1  missouri	base natlang abbreviated_topic complete_name
who started  e1 	organization organization founders
what did  e1  accomplish	base activism activist area_of_activism
who does  e1  play 4	american_football football_player current_team sports sports_team_roster team
where is  e1  headquarters located	organization organization headquarters location mailing_address citytown
where  e1  originate	organization organization phone_number common phone_number service_location
what musical instruments did  e1  play	music artist contribution music recording_contribution performance_role
what are the name of  e1  sons	people person children
what timezone is  e1  in	location location time_zones
where was  e1  from	government politician government_positions_held government government_position_held jurisdiction_of_office
what team is  e1  on	basketball basketball_player team sports sports_team_roster team
what did  e1  die of	people deceased_person cause_of_death
where is port st lucie  e1  on the map	base locations states_and_provences country
who is  e1  marrying on 30 rock	fictional_universe fictional_character married_to fictional_universe marriage_of_fictional_characters spouses
which team does  e1  play for	base schemastaging athlete_extra salary base schemastaging athlete_salary team
where does  e1  live	people person places_lived people place_lived location
what is the currency in  e1  2012	location country currency_used
what cities are in  e1 	location location containedby
who did  e1  play for	sports pro_athlete teams sports sports_team_roster team
what are the 5 countries in the  e1 	base aareas schema administrative_area administrative_children
where is san miguel  e1  on map	location administrative_division country
what country do they speak  e1 	language human_language countries_spoken_in
what does  e1  people speak	location country languages_spoken
what movies does  e1  play in	award award_winner awards_won award award_honor honored_for
who is  e1   s new husband	people person spouse_s people marriage spouse
what are the main imports and exports of  e1 	location statistical_region major_exports location imports_exports_by_industry industry
what type of cancer did  e1  died from	people deceased_person cause_of_death
who was  e1   s best friend	celebrities celebrity celebrity_friends celebrities friendship friend
which country does  e1  border 2 the north	location location adjoin_s location adjoining_relationship adjoins
who makes  e1  voice	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
where is  e1  from	people person nationality
where did  e1  go to college	people person education education education institution
where did  e1  go to highschool	sports drafted_athlete drafted sports sports_league_draft_pick school
what is the dominant language in  e1 	location country official_language
where did the  e1  live	location administrative_division country
who does  e1  play in breaking dawn	people person parents
what is the currency in  e1  2012	location country currency_used
what position does  e1  play	user szaijan fantasy_football player position
what language do people speak in  e1  wikipedia	location country languages_spoken
what to see and do in  e1 	travel travel_destination tourist_attractions
what political party was  e1 	government politician party government political_party_tenure party
what airport is closest to  e1 	location location nearby_airports
what team does  e1  play for	american_football football_player current_team american_football football_roster_position team
what did  e1  do	base government2 appointed_official appointments people appointment appointed_role
what country is  e1  next to	location location containedby
where did  e1  live	base ancientegypt pharaoh dynasty
what did  e1  die of	people deceased_person cause_of_death
where was governor  e1  born	people person places_lived people place_lived location
where did  e1  die	people deceased_person place_of_death
what school did  e1  attend	people person education education education institution
in what city did  e1  live	people deceased_person place_of_death
who created the character of  e1 	fictional_universe fictional_character character_created_by
what does  e1  black wand look like	astronomy celestial_object category
what team did  e1  play for	baseball baseball_player former_teams sports sports_team_roster team
who does  e1  play for	ice_hockey hockey_player former_team_s sports sports_team_roster team
what is the  e1  mascot	sports sports_team team_mascot
who plays  e1  on buffy the vampire slayer	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
what football teams did  e1  play for	sports pro_athlete teams sports sports_team_roster team
where was  e1  born	people person places_lived people place_lived location
what is the  e1  time zone	location location time_zones
who has  e1  played for	basketball basketball_player player_statistics basketball basketball_player_stats team
which countries border  e1 	geography lake basin_countries
who was  e1  father	people person parents
where is  e1  located	organization organization headquarters location mailing_address citytown
what is the name of  e1  of spain	base aareas schema administrative_area administrative_parent
where  e1  cars are built	organization organization phone_number common phone_number service_location
where is  e1  buried	people deceased_person place_of_death
what is  e1   s dad  s name	people person parents
what is the money currency in  e1 	location country currency_used
on which continent is the  e1  located	location location primarily_containedby
who was  e1   s wife	people person spouse_s people marriage spouse
what continent does the  e1  flow through	location location containedby
where is  e1  located	location location containedby
what did  e1  do	people person profession
who was  e1   s vice president when he died	government us_president vice_president
